이름,제조회사,모델명,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지
기아 더 뉴 쏘렌토 디젤 2.2 4WD 노블레스 스페셜,기아,쏘렌토,380,2200,2020,흰색,1025,자동,경유,SUV,0,후륜,0,0,국산차
기아 올 뉴 모닝(JA) 럭셔리,기아,모닝,570,1000,2018,흰색,1109,자동,휘발유,경차,0,전륜,0,0,국산차
기아 더뉴모하비 4WD 프레지던트 7인,기아,모하비,590,3000,2019,검정색,473,자동,경유,SUV,0,후륜,0,0,국산차
기아 K5 3세대 2.0 노블레스,기아,K5,720,2000,2020,검정색,2110,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 하이리무진,기아,카니발,590,2200,2019,검정색,1403,자동,경유,RV,0,후륜,0,0,국산차
기아 더뉴모하비 4WD 프레지던트 7인,기아,모하비,1770,3000,2019,흰색,841,자동,경유,SUV,0,후륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.3 T-GDI AWD 마스터즈 Ⅲ,기아,K9,2740,3300,2020,검정색,44,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 더뉴k5 2세대  2.0 lpi 럭셔리,기아,K5,320,2000,2019,흰색,1205,자동,LPG,중형차,0,후륜,0,0,국산차
기아 올뉴 카니발 9인승 하이리무진 럭셔리,기아,카니발,620,3000,2017,검정색,5498,자동,경유,RV,0,후륜,0,0,국산차
기아 올 뉴 쏘울 GDi 럭셔리,기아,쏘울,650,1600,2019,흰색,118,자동,휘발유,준중형차,0,후륜,0,0,국산차
기아 올뉴K3 G1.6 프레스티지,기아,K3,870,1600,2019,다크그레이색,1724,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 K7 프리미어 3.0 가솔린,기아,K7,840,3000,2020,흰색,289,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 모하비 더 마스터 플래티넘 7인승,기아,모하비,1720,3000,2020,검정색,73,자동,휘발유,SUV,0,후륜,0,0,국산차
기아 올 뉴 모닝(JA) 프레스티지,기아,모닝,270,1000,2020,흰색,1589,자동,휘발유,경차,0,전륜,0,0,국산차
기아 더 뉴 쏘렌토 디젤 2.0 4WD 노블레스 스페셜,기아,쏘렌토,610,2000,2018,검정색,2611,자동,경유,SUV,0,후륜,0,0,국산차
기아 셀토스 1.6 가솔린 터보 노블레스,기아,셀토스,420,1600,2020,흰색,1041,자동,휘발유,SUV,0,전륜,0,0,국산차
기아 스포티지 더 볼드 1.6 디젤 4WD,기아,스포티지,700,1600,2020,진주색,16446,자동,경유,SUV,0,전륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 노블레스 스페셜,기아,카니발,1400,2200,2019,검정색,487,자동,경유,RV,0,후륜,0,0,국산차
기아 더 뉴 쏘렌토 디젤 2.2 4WD 노블레스 스페셜,기아,쏘렌토,1310,2199,2020,흰색,664,자동,경유,SUV,0,후륜,0,0,국산차
기아 봉고3 트럭 1톤 초장축 더블캡 CRDi,기아,봉고,350,2500,2018,흰색,82,자동,경유,화물차,0,후륜,0,0,국산차
기아 MQ4 디젤 2.2 4WD 시그니처,기아,MQ4,510,2200,2020,흰색,16001,자동,경유,0,0,전륜,0,0,국산차
기아 카니발4세대  가솔린 9인승 하이리무진,기아,카니발,1600,3500,2021,검정색,1600,자동,휘발유,RV,0,후륜,0,0,국산차
기아 올 뉴 k7 2.2 R 디젤 프레스티지,기아,K7,280,2200,2019,흰색,2133,자동,경유,대형차,0,전륜,0,0,국산차
기아 니로 1.6 하이브리드 노블레스,기아,니로,870,1600,2019,흰색,1152,자동,하이브리드,SUV,0,전륜,0,0,국산차
기아 올 뉴 모닝(JA) 프레스티지,기아,모닝,480,1000,2019,검정색,1702,자동,휘발유,경차,0,전륜,0,0,국산차
기아 더 뉴 봉고3 1톤 더블캡 초장축,기아,봉고,200,2500,2020,청색,764,자동,경유,화물차,0,후륜,0,0,국산차
기아 더 뉴 K9 3.8 GDI VIP,기아,K9,2210,3800,2018,검정색,2450,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 올 뉴 k7 하이브리드 프레스티지,기아,K7,840,2400,2019,검정색,2568,자동,하이브리드,대형차,0,전륜,0,0,국산차
기아 더 뉴 쏘렌토 디젤 2.2 4WD 노블레스 스페셜,기아,쏘렌토,1170,2200,2019,흰색,1188,자동,경유,SUV,0,후륜,0,0,국산차
기아 셀토스 1.6 가솔린 터보 노블레스,기아,셀토스,2100,1600,2020,다크그레이색,1134,자동,휘발유,SUV,0,전륜,0,0,국산차
기아 더 뉴 카니발 디젤 7인승 리무진 프레지던트,기아,카니발,1990,2200,2020,검정색,121,자동,경유,RV,0,후륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.8 GDI AWD 플래티넘Ⅱ,기아,K9,2700,3800,2020,검정색,102,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 프레스티지,기아,카니발,760,2200,2019,흰색,247,자동,경유,RV,0,후륜,0,0,국산차
기아 카니발4세대  9인승 시그니처,기아,카니발,1220,2200,2021,검정색,521,자동,경유,RV,0,후륜,0,0,국산차
기아 올뉴K3 G1.6 노블레스,기아,K3,450,1600,2020,검정색,950,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 올 뉴 모닝(JA) 프레스티지,기아,모닝,540,1000,2020,흰색,607,자동,휘발유,경차,0,전륜,0,0,국산차
기아 스포티지 더 볼드 2.0 디젤 2WD,기아,스포티지,340,2000,2019,흰색,3026,자동,경유,SUV,0,전륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 하이리무진,기아,카니발,860,2200,2020,검정색,205,자동,경유,RV,0,후륜,0,0,국산차
기아 봉고3 트럭 1톤 윙바디 CRDi,기아,봉고,280,2500,2018,흰색,10435,자동,경유,화물차,0,후륜,0,0,국산차
기아 더뉴모하비 4WD 프레지던트 7인,기아,모하비,1770,2999,2019,검정색,231,자동,경유,SUV,0,후륜,0,0,국산차
기아 올뉴K3 G1.6 노블레스,기아,K3,910,1600,2019,흰색,1250,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 K7 프리미어 3.0 가솔린,기아,K7,1230,3000,2020,흰색,890,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 올 뉴 모닝(JA) 럭셔리,기아,모닝,650,1000,2019,검정색,4595,자동,휘발유,경차,0,전륜,0,0,국산차
기아 K9 3.3 GDI 노블레스,기아,K9,1550,3300,2014,검정색,2600,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 K5 3세대 1.6 터보 노블레스,기아,K5,1030,0,2020,쥐색,18134,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 셀토스 1.6 디젤 노블레스,기아,셀토스,1470,1600,2020,다크그레이색,2427,자동,경유,SUV,0,전륜,0,0,국산차
기아 더뉴레이 프레스티지,기아,레이,520,1000,2020,흰색,661,자동,휘발유,SUV,0,전륜,0,0,국산차
기아 봉고3 트럭 1톤 워크스루밴,기아,봉고,470,2500,2018,흰색,3114,자동,경유,화물차,0,후륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 노블레스 스페셜,기아,카니발,1570,2200,2020,검정색,6726,자동,경유,RV,0,후륜,0,0,국산차
기아 올뉴 카니발 2.2 디젤 9인승 노블레스,기아,카니발,1330,2200,2017,흰색,1080,자동,경유,RV,0,후륜,0,0,국산차
기아 더 SUV 스포티지 디젤 2.0 4WD 노블레스,기아,스포티지,490,1995,2018,검정색,3236,자동,경유,SUV,0,전륜,0,0,국산차
기아 K5 3세대 2.0 시그니처,기아,K5,1030,2000,2020,쥐색,7126,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 노블레스,기아,카니발,1330,2200,2020,검정색,1209,자동,경유,RV,0,후륜,0,0,국산차
기아 더 SUV 스포티지 디젤 2.0 2WD 노블레스,기아,스포티지,1160,2000,2018,흰색,4526,자동,경유,SUV,0,전륜,0,0,국산차
기아 더뉴k5 2세대  2.0 럭셔리,기아,K5,380,2000,2018,검정색,2815,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 더 뉴 쏘렌토 디젤 2.2 4WD 노블레스,기아,쏘렌토,1100,2200,2019,검정색,2826,자동,경유,SUV,0,후륜,0,0,국산차
기아 K7 프리미어 3.0 가솔린,기아,K7,700,3000,2020,흰색,5700,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.8 GDI AWD 그랜드플래티넘,기아,K9,2870,3800,2020,흰색,540,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 올 뉴 k7 3.3 GDI 노블레스 스페셜,기아,K7,1170,3300,2018,진주색,342,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 올 뉴 모닝(JA) 럭셔리,기아,모닝,460,1000,2019,흰색,684,자동,LPG,경차,0,전륜,0,0,국산차
기아 올 뉴 모닝(JA) 프레스티지,기아,모닝,350,1000,2020,흰색,474,자동,휘발유,경차,0,전륜,0,0,국산차
기아 올 뉴 k7 2.4 GDI 프레스티지,기아,K7,1220,2400,2019,흰색,2433,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 더뉴모하비 4WD VIP 7인,기아,모하비,380,3000,2019,흰색,72,자동,경유,SUV,0,후륜,0,0,국산차
기아 봉고3 트럭 1톤 초장축 킹캡 TCi,기아,봉고,280,800,2018,흰색,2541,자동,경유,화물차,0,후륜,0,0,국산차
기아 MQ4 디젤 2.2 4WD 시그니처,기아,MQ4,1770,3000,2020,검정색,1300,자동,경유,0,0,전륜,0,0,국산차
기아 올 뉴 k7 2.2 R 디젤 프레스티지,기아,K7,190,2198,2016,흰색,22093,자동,경유,대형차,0,전륜,0,0,국산차
기아 카니발4세대  가솔린 7인승 시그니처,기아,카니발,1720,3000,2021,검정색,16891,자동,휘발유,RV,0,후륜,0,0,국산차
기아 K7 프리미어 3.0 가솔린,기아,K7,1500,3000,2020,검정색,60,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 더 SUV 스포티지 1.7 노블레스,기아,스포티지,490,1685,2018,흰색,3406,자동,경유,SUV,0,전륜,0,0,국산차
기아 MQ4 디젤 2.2 2WD 시그니처,기아,MQ4,1550,2200,2020,다크그레이색,5946,자동,경유,0,0,전륜,0,0,국산차
기아 올뉴 카니발 2.2 디젤 9인승 노블레스,기아,카니발,800,2200,2017,흰색,3870,자동,경유,RV,0,후륜,0,0,국산차
기아 K7 프리미어 2.5 가솔린,기아,K7,1470,2500,2020,검정색,220,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 더 뉴 쏘렌토 가솔린 2.0 터보 2WD 노블레스,기아,쏘렌토,1550,2000,2020,흰색,2846,자동,휘발유,SUV,0,후륜,0,0,국산차
기아 올뉴 카니발 9인승 하이리무진 노블레스,기아,카니발,800,2500,2017,검정색,6000,자동,경유,RV,0,후륜,0,0,국산차
기아 더 SUV 스포티지 1.7 노블레스,기아,스포티지,450,1800,2018,흰색,4728,자동,경유,SUV,0,전륜,0,0,국산차
기아 더뉴레이 프레스티지,기아,레이,300,1000,2019,베이지색,150,자동,휘발유,SUV,0,전륜,0,0,국산차
기아 더뉴레이 프레스티지,기아,레이,330,1000,2020,흰색,321,자동,휘발유,SUV,0,전륜,0,0,국산차
기아 올 뉴 k7 3.3 GDI 노블레스,기아,K7,1280,3299,2019,흰색,340,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 스포티지 더 볼드 2.0 디젤 4WD,기아,스포티지,390,2000,2019,흰색,1058,자동,경유,SUV,0,전륜,0,0,국산차
기아 더뉴k5 2세대  2.0 노블레스,기아,K5,410,2000,2019,흰색,2133,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 올 뉴 k7 3.3 GDI 노블레스 스페셜,기아,K7,1340,3300,2019,다크그레이색,60,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 더 뉴 쏘렌토 디젤 2.2 4WD 노블레스 스페셜,기아,쏘렌토,1310,2200,2020,검정색,1566,자동,경유,SUV,0,후륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 노블레스,기아,카니발,1550,2200,2020,검정색,1741,자동,경유,RV,0,후륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.8 GDI AWD 플래티넘Ⅱ,기아,K9,2400,3800,2019,검정색,780,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 올 뉴 모닝(JA) 프레스티지,기아,모닝,480,999,2019,검정색,57,자동,휘발유,경차,0,전륜,0,0,국산차
기아 봉고3 트럭 1톤 초장축 표준캡 CRDi,기아,봉고,280,2400,2018,흰색,680,자동,경유,화물차,0,후륜,0,0,국산차
기아 K5 2세대 (MX) 2.0 노블레스,기아,K5,360,2000,2019,검정색,4449,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 더 K9 가솔린 2WD 3.8 GDI 플래티넘Ⅱ,기아,K9,2480,3800,2020,은색,24,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 K7 프리미어 3.0 가솔린,기아,K7,1750,3000,2020,흰색,1200,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 프레스티지,기아,카니발,760,2200,2019,흰색,247,자동,경유,RV,0,후륜,0,0,국산차
기아 K7 프리미어 3.0 가솔린,기아,K7,1230,3000,2020,흰색,54,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.8 GDI AWD 플래티넘Ⅰ,기아,K9,1330,3800,2019,흰색,424,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 MQ4 하이브리드 HEV 1.6 4WD 시그니처,기아,MQ4,980,1600,2021,쥐색,245,자동,휘발유+LPG,0,0,전륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 노블레스 스페셜,기아,카니발,1400,2200,2019,검정색,399,자동,경유,RV,0,후륜,0,0,국산차
기아 스포티지 더 볼드 2.0 디젤 4WD,기아,스포티지,1090,1999,2020,흰색,625,자동,경유,SUV,0,전륜,0,0,국산차
기아 올뉴 카니발 2.2 디젤 9인승 노블레스,기아,카니발,1330,2200,2017,검정색,7348,자동,경유,RV,0,후륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.3 T-GDI AWD 마스터즈 Ⅲ,기아,K9,3480,3300,2019,검정색,318,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 올뉴K3 G1.6 노블레스,기아,K3,800,1600,2018,흰색,3147,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 더뉴모하비 4WD 프레지던트 7인,기아,모하비,1990,2999,2020,검정색,239,자동,경유,SUV,0,후륜,0,0,국산차
기아 K5 3세대 2.0 시그니처,기아,K5,1110,2000,2020,검정색,9000,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 MQ4 디젤 2.2 2WD 프레스티지,기아,MQ4,1550,1600,2020,흰색,5200,자동,경유,0,0,전륜,0,0,국산차
기아 올뉴 카니발 9인승 하이리무진 럭셔리,기아,카니발,620,3000,2017,검정색,5498,자동,경유,RV,0,후륜,0,0,국산차
기아 올뉴K3 G1.6 노블레스,기아,K3,910,1600,2019,흰색,1250,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 올뉴 카니발 9인승 하이리무진 노블레스,기아,카니발,700,2200,2017,흰색,7680,자동,경유,RV,0,후륜,0,0,국산차
기아 모하비 더 마스터 플래티넘 7인승,기아,모하비,1720,3000,2020,검정색,1806,자동,휘발유,SUV,0,후륜,0,0,국산차
기아 올뉴 쏘렌토 2.2 4WD 노블레스,기아,쏘렌토,1620,2199,2018,흰색,1380,자동,경유,SUV,0,후륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 노블레스,기아,카니발,510,2200,2019,흰색,1002,자동,경유,RV,0,후륜,0,0,국산차
기아 더뉴모하비 4WD VIP 7인,기아,모하비,1690,3000,2019,다크그레이색,6285,자동,경유,SUV,0,후륜,0,0,국산차
기아 모하비 더 마스터 플래티넘 6인승,기아,모하비,490,2998,2020,흰색,34227,자동,경유,SUV,0,후륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.8 GDI AWD 플래티넘Ⅱ,기아,K9,3420,3800,2019,흰색,1911,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 더 K9 가솔린 2WD 3.3 T-GDI 마스터즈 Ⅱ,기아,K9,2160,3300,2019,검정색,3201,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 올뉴 카니발 2.2 디젤 11인승 노블레스,기아,카니발,530,2200,2017,흰색,1908,자동,경유,RV,0,후륜,0,0,국산차
기아 스포티지 더 볼드 2.0 디젤 2WD,기아,스포티지,490,2000,2020,흰색,1461,자동,경유,SUV,0,전륜,0,0,국산차
기아 올 뉴 k7 2.4 GDI 프레스티지,기아,K7,240,2400,2018,검정색,3348,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 스팅어 2.2 디젤 AWD 플래티넘,기아,스팅어,940,2200,2019,흰색,94,자동,경유,중형차,0,후륜,0,0,국산차
기아 더 SUV 스포티지 디젤 2.0 2WD 노블레스,기아,스포티지,360,2000,2019,다크블루색,2224,자동,경유,SUV,0,전륜,0,0,국산차
기아 니로 1.6 하이브리드 노블레스,기아,니로,760,1600,2018,검정색,7589,자동,하이브리드,SUV,0,전륜,0,0,국산차
기아 셀토스 1.6 가솔린 터보 노블레스,기아,셀토스,1330,1600,2019,흰색,1991,자동,휘발유,SUV,0,전륜,0,0,국산차
기아 스포티지 더 볼드 2.0 디젤 4WD,기아,스포티지,680,2000,2019,흰색,306,자동,경유,SUV,0,전륜,0,0,국산차
기아 스포티지 더 볼드 2.0 디젤 2WD,기아,스포티지,380,2000,2020,흰색,1421,자동,경유,SUV,0,전륜,0,0,국산차
기아 더 뉴 카니발 가솔린 7인승 리무진 프레지던트,기아,카니발,1770,3000,2020,검정색,1822,자동,휘발유,RV,0,후륜,0,0,국산차
기아 올 뉴 모닝(JA) 프레스티지,기아,모닝,760,1000,2020,베이지색,266,자동,휘발유,경차,0,전륜,0,0,국산차
기아 올 뉴 k7 2.4 GDI 리미티드,기아,K7,780,2400,2019,검정색,1070,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 K5 2세대 (MX) 2.0 노블레스,기아,K5,490,2000,2018,흰색,3952,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 올뉴K3 5도어 GT 베이직,기아,K3,910,1600,2019,다크그레이색,489,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 카니발4세대  9인승 시그니처,기아,카니발,780,1998,2020,검정색,7324,자동,경유,RV,0,후륜,0,0,국산차
기아 더 뉴 쏘렌토 디젤 2.0 4WD 노블레스 스페셜,기아,쏘렌토,1520,2000,2019,흰색,79,자동,경유,SUV,0,후륜,0,0,국산차
기아 올뉴 카니발 2.2 디젤 11인승 노블레스,기아,카니발,1960,2200,2017,흰색,1908,자동,경유,RV,0,후륜,0,0,국산차
기아 스팅어 2.2 디젤 AWD 플래티넘,기아,스팅어,1050,2200,2020,검정색,1809,자동,경유,중형차,0,후륜,0,0,국산차
기아 올뉴 카니발 2.2 디젤 9인승 노블레스,기아,카니발,1890,2200,2017,검정색,1090,자동,경유,RV,0,후륜,0,0,국산차
기아 더 뉴 쏘렌토 디젤 2.2 4WD 노블레스,기아,쏘렌토,630,2000,2018,흰색,1154,자동,경유,SUV,0,후륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.8 GDI AWD 플래티넘Ⅲ,기아,K9,1800,3800,2020,검정색,200,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 올 뉴 모닝(JA) 럭셔리,기아,모닝,570,1000,2018,흰색,1109,자동,휘발유,경차,0,전륜,0,0,국산차
기아 올뉴 카니발 9인승 하이리무진 프레스티지,기아,카니발,940,2200,2017,흰색,86,자동,경유,RV,0,후륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 노블레스,기아,카니발,1380,2200,2019,다크그레이색,590,자동,경유,RV,0,후륜,0,0,국산차
기아 모하비 더 마스터 플래티넘 7인승,기아,모하비,1720,3000,2020,검정색,124,자동,경유,SUV,0,후륜,0,0,국산차
기아 올뉴 카니발 2.2 디젤 9인승 노블레스,기아,카니발,1330,2200,2017,검정색,7348,자동,경유,RV,0,후륜,0,0,국산차
기아 K5 2세대 (MX) 2.0 노블레스,기아,K5,760,2000,2018,흰색,3658,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 K7 프리미어 하이브리드 2.4 HEV,기아,K7,1470,2000,2020,검정색,164,자동,하이브리드,대형차,0,전륜,0,0,국산차
기아 더 K9 가솔린 4WD 3.8 GDI AWD 플래티넘Ⅱ,기아,K9,3850,3800,2020,흰색,66,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 더뉴레이 프레스티지,기아,레이,520,1000,2020,흰색,661,자동,휘발유,SUV,0,전륜,0,0,국산차
기아 스팅어 3.3 터보 AWD 마스터즈,기아,스팅어,550,3300,2020,흰색,475,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 더 뉴 카니발 디젤 9인승 노블레스 스페셜,기아,카니발,1400,2200,2019,검정색,399,자동,경유,RV,0,후륜,0,0,국산차
